"DateTime","Average Block size [bytes]"
"2016-08-13 00:00:00",1430.9404840848806
"2016-08-14 00:00:00",1406.0669539277428
"2016-08-15 00:00:00",1466.7500821018061
"2016-08-16 00:00:00",1621.4440039643212
"2016-08-17 00:00:00",1532.282243301714
"2016-08-18 00:00:00",1663.0360655737704
"2016-08-19 00:00:00",1490.9459594280013
"2016-08-20 00:00:00",1452.6118909991742
"2016-08-21 00:00:00",1479.7615055884287
"2016-08-22 00:00:00",1525.645442579796
"2016-08-23 00:00:00",2023.0980881130506
"2016-08-24 00:00:00",1589.954072360813
"2016-08-25 00:00:00",1663.2395799146702
"2016-08-26 00:00:00",1609.8711288711288
"2016-08-27 00:00:00",1586.4160631994732
"2016-08-28 00:00:00",1450.6734051367025
"2016-08-29 00:00:00",1572.1122381110742
"2016-08-30 00:00:00",1615.8426817125787
"2016-08-31 00:00:00",1537.9680553268565
"2016-09-01 00:00:00",1582.874102521289
"2016-09-02 00:00:00",1849.8477332457294
"2016-09-03 00:00:00",1513.1198520759792
"2016-09-04 00:00:00",1719.1705130333721
"2016-09-05 00:00:00",1511.874259381172
"2016-09-06 00:00:00",1722.3223761054564
"2016-09-07 00:00:00",1692.246976135992
"2016-09-08 00:00:00",1899.7121010638298
"2016-09-09 00:00:00",1853.3865656898254
"2016-09-10 00:00:00",1508.322720453409
"2016-09-11 00:00:00",1460.2630887904152
"2016-09-12 00:00:00",1584.9978558469404
"2016-09-13 00:00:00",1497.24021322672
"2016-09-14 00:00:00",1757.600886553932
"2016-09-15 00:00:00",1743.4825070469242
"2016-09-16 00:00:00",2019.906018136851
"2016-09-17 00:00:00",1587.822468563865
"2016-09-18 00:00:00",1432.652554483744
"2016-09-19 00:00:00",1340.9982836635982
"2016-09-20 00:00:00",1689.3700340522134
"2016-09-21 00:00:00",1598.3332233586275
"2016-09-22 00:00:00",1876.2965541246085
"2016-09-23 00:00:00",1280.1938644394475
"2016-09-24 00:00:00",1526.0835460268845
"2016-09-25 00:00:00",1386.5588000638263
