"DateTime","Accounts"
"2017-08-20 00:00:00",6198815
"2017-08-21 00:00:00",6257660
"2017-08-22 00:00:00",6324443
"2017-08-23 00:00:00",6394386
"2017-08-24 00:00:00",6447091
"2017-08-25 00:00:00",6497542
"2017-08-26 00:00:00",6543055
"2017-08-27 00:00:00",6592703
"2017-08-28 00:00:00",6646020
"2017-08-29 00:00:00",6708224
"2017-08-30 00:00:00",6775279
"2017-08-31 00:00:00",6843151
"2017-09-01 00:00:00",6909520
"2017-09-02 00:00:00",6963935
"2017-09-03 00:00:00",7013340
"2017-09-04 00:00:00",7076376
"2017-09-05 00:00:00",7139622
"2017-09-06 00:00:00",7208447
"2017-09-07 00:00:00",7272969
"2017-09-08 00:00:00",7339585
"2017-09-09 00:00:00",7400754
"2017-09-10 00:00:00",7451515
"2017-09-11 00:00:00",7516485
"2017-09-12 00:00:00",7580179
"2017-09-13 00:00:00",7635380
"2017-09-14 00:00:00",7690097
"2017-09-15 00:00:00",7751403
"2017-09-16 00:00:00",7801595
"2017-09-17 00:00:00",7844126
"2017-09-18 00:00:00",7894627
"2017-09-19 00:00:00",7949985
"2017-09-20 00:00:00",8015516
"2017-09-21 00:00:00",8078539
"2017-09-22 00:00:00",8114166
"2017-09-23 00:00:00",8150297
"2017-09-24 00:00:00",8184185
"2017-09-25 00:00:00",8224784
"2017-09-26 00:00:00",8283625
"2017-09-27 00:00:00",8341491
"2017-09-28 00:00:00",8395460
"2017-09-29 00:00:00",8436542
"2017-09-30 00:00:00",8477825
"2017-10-01 00:00:00",8511687
"2017-10-02 00:00:00",8559692
"2017-10-03 00:00:00",8609214
"2017-10-04 00:00:00",8655107
"2017-10-05 00:00:00",8693982
"2017-10-06 00:00:00",8732641
"2017-10-07 00:00:00",8768386
"2017-10-08 00:00:00",8810201
