bitcoin 	https://www. rt.com/business/41409 3-keiser-rasmus-bitcoin-debate/ …	maxkeiser	293	102	2017-12-24 22:56:16	945050520594669569	https://twitter.com/maxkeiser/status/945050520594669569			
	Merry Christmas!	haydentiff	0	0	2017-12-24 22:05:53	945037840194273282	https://twitter.com/haydentiff/status/945037840194273282			
		haydentiff	1	0	2017-12-24 22:04:02	945037373884137472	https://twitter.com/haydentiff/status/945037373884137472			
ripple 	Haha, scored another @Ripple shirt! #XRPthestandard $ XRP pic.twitter.com/ZED8vk2pSW	haydentiff	412	27	2017-12-24 22:02:59	945037108481179648	https://twitter.com/haydentiff/status/945037108481179648		#XRPthestandard	@Ripple
	I bought Connor an @htcvive and I think he likes it. pic.twitter.com/XbT5TCqSrZ	haydentiff	31	0	2017-12-24 21:31:29	945029181485678593	https://twitter.com/haydentiff/status/945029181485678593			@htcvive
	Merry Christmas! #XRPthestandard $ XRP . pic.twitter.com/Cljb29e5Qh	haydentiff	172	14	2017-12-24 21:27:51	945028268431831041	https://twitter.com/haydentiff/status/945028268431831041		#XRPthestandard	
	Merry Christmas!	haydentiff	0	0	2017-12-24 21:12:42	945024454702252033	https://twitter.com/haydentiff/status/945024454702252033			
		haydentiff	1	0	2017-12-24 21:08:37	945023428691742726	https://twitter.com/haydentiff/status/945023428691742726			
	What do you use it for, if you don’t mind sharing?	haydentiff	2	0	2017-12-24 21:08:03	945023283690217472	https://twitter.com/haydentiff/status/945023283690217472			
bitcoin litecoin 	Well, to start, #BitcoinCash is consumer facing and $ XRP isn’t. I actually have no idea what people use LiteCoin for, except to cash out of #Bitcoin . https:// twitter.com/bhsurg36/statu s/945002058935078912 …	haydentiff	103	18	2017-12-24 21:05:29	945022638669234176	https://twitter.com/haydentiff/status/945022638669234176		#BitcoinCash #Bitcoin	
	Merry Christmas!	haydentiff	0	0	2017-12-24 19:38:35	945000768108511232	https://twitter.com/haydentiff/status/945000768108511232			
	Best stocking stuffer ever! It’s bullion grade gold! Merry Christmas! $ XRP #XRPthestandard pic.twitter.com/HM83EWZr8h	haydentiff	159	34	2017-12-24 19:35:34	945000012412436486	https://twitter.com/haydentiff/status/945000012412436486		#XRPthestandard	
bitcoin 	#BitcoinCash https:// twitter.com/m3n144/status/ 944992272071962624 …	haydentiff	44	3	2017-12-24 19:19:52	944996060899942401	https://twitter.com/haydentiff/status/944996060899942401		#BitcoinCash	
	Merry Christmas!	haydentiff	4	0	2017-12-24 19:15:51	944995048524980226	https://twitter.com/haydentiff/status/944995048524980226			
	Merry Christmas!	haydentiff	1	0	2017-12-24 19:15:22	944994926520967168	https://twitter.com/haydentiff/status/944994926520967168			
	Definitely!	haydentiff	0	0	2017-12-24 18:59:35	944990954171154433	https://twitter.com/haydentiff/status/944990954171154433			
	LOL	haydentiff	0	0	2017-12-24 18:58:51	944990769856647168	https://twitter.com/haydentiff/status/944990769856647168			
	That sucks. I’m sorry.	haydentiff	1	0	2017-12-24 18:54:21	944989638514503680	https://twitter.com/haydentiff/status/944989638514503680			
	I haven’t had a chance to thoroughly try it out, but I plan to! (Soon!)	haydentiff	0	0	2017-12-24 18:53:19	944989380082507776	https://twitter.com/haydentiff/status/944989380082507776			
	@EdgeSecure https:// twitter.com/m3n144/status/ 944988963110117376 …	haydentiff	6	0	2017-12-24 18:52:32	944989181012406272	https://twitter.com/haydentiff/status/944989181012406272			@EdgeSecure
	Happy Holidays!	haydentiff	1	0	2017-12-24 18:51:23	944988893253844992	https://twitter.com/haydentiff/status/944988893253844992			
		haydentiff	1	0	2017-12-24 18:51:13	944988849825910784	https://twitter.com/haydentiff/status/944988849825910784			
	Thanks!	haydentiff	0	0	2017-12-24 18:48:49	944988246898913281	https://twitter.com/haydentiff/status/944988246898913281			
bitcoin 	More people than not are leaving their #crypto on an exchange, according to my Twitter poll. #NewYearsGoal : Teach everyone how to securely hold their own crypto. #Bitcoin #BitcoinCash #ETH #LTC $ XRP #XRPthestandard https:// twitter.com/haydentiff/sta tus/943924940553768960 …	haydentiff	64	13	2017-12-24 18:48:26	944988148584538112	https://twitter.com/haydentiff/status/944988148584538112		#crypto #NewYearsGoal #Bitcoin #BitcoinCash #ETH #LTC #XRPthestandard	
	Anger and resentment, mostly. https:// twitter.com/centrepoint4/s tatus/944986686727041026 …	haydentiff	46	4	2017-12-24 18:43:38	944986940209741825	https://twitter.com/haydentiff/status/944986940209741825			
	Merry Christmas!	haydentiff	2	0	2017-12-24 18:42:48	944986730033057792	https://twitter.com/haydentiff/status/944986730033057792			
	Thanks!	haydentiff	0	0	2017-12-24 18:42:02	944986540320571392	https://twitter.com/haydentiff/status/944986540320571392			
ripple 	The correct place to lookup an $ XRP transaction is here: https:// xrpcharts.ripple.com/#/	haydentiff	2	0	2017-12-24 18:41:32	944986412213878784	https://twitter.com/haydentiff/status/944986412213878784		#	
	This is an exchange issue, not a network issue.	haydentiff	0	0	2017-12-24 18:39:21	944985863565459456	https://twitter.com/haydentiff/status/944985863565459456			
	I just knew something like this was going to happen! Darn it.	haydentiff	2	0	2017-12-24 18:37:49	944985479136534528	https://twitter.com/haydentiff/status/944985479136534528			
bitcoin 	Yes, I’ve made near instantaneous transactions using #BitcoinCash as well, but the plural of anecdote is not data.	haydentiff	0	0	2017-12-24 18:37:08	944985304699564037	https://twitter.com/haydentiff/status/944985304699564037		#BitcoinCash	
	I wasn’t on Twitter for an entire day yesterday and there is no possible way that I can read every missed notification. If you said something interesting, you’ll have to say it again, haha.	haydentiff	78	2	2017-12-24 18:32:33	944984150171254784	https://twitter.com/haydentiff/status/944984150171254784			
	Aww, thanks! Merry Christmas Eve to you as well!	haydentiff	3	0	2017-12-24 18:26:42	944982680168316928	https://twitter.com/haydentiff/status/944982680168316928			
	I also know how to use published statistics.	haydentiff	0	0	2017-12-24 18:23:49	944981953295532033	https://twitter.com/haydentiff/status/944981953295532033			
	#ByeFelicia pic.twitter.com/3KcfoS0HYB	haydentiff	43	7	2017-12-24 18:23:21	944981836123422720	https://twitter.com/haydentiff/status/944981836123422720		#ByeFelicia	
	https:// twitter.com/warpaul/status /940647226690244608 …	haydentiff	0	0	2017-12-24 18:18:49	944980696275103744	https://twitter.com/haydentiff/status/944980696275103744			
	Ummm, I did my homework and checked their source info. Did you? https:// bitinfocharts.com/comparison/bit coin%20cash-confirmationtime.html …	haydentiff	5	0	2017-12-24 18:18:15	944980554134335493	https://twitter.com/haydentiff/status/944980554134335493			
	Taking the photo . . . ?	stacyherbert	0	0	2017-12-24 23:35:15	945060330287362048	https://twitter.com/stacyherbert/status/945060330287362048			
	It's just that 'we're serious experts, so, trust us, our conspiracy theories are very, very real' face.	stacyherbert	3	0	2017-12-24 22:06:17	945037941461737472	https://twitter.com/stacyherbert/status/945037941461737472			
	The six person, zero dissent panels are the most terrifying aspect of our modern 'free' dystopia. https:// twitter.com/aaronjmate/sta tus/945006481887424512 …	stacyherbert	38	12	2017-12-24 22:00:49	945036566149332994	https://twitter.com/stacyherbert/status/945036566149332994			
	To be fair, it can be hard to tell when they’ve both inspired similarly passionately deranged conspiracy theories.	stacyherbert	2	0	2017-12-24 20:30:43	945013890517172224	https://twitter.com/stacyherbert/status/945013890517172224			
	They aren’t Cuban leaves as it is still illegal to import but the guy rolling is Cuban.	stacyherbert	2	0	2017-12-24 19:03:25	944991921012867073	https://twitter.com/stacyherbert/status/944991921012867073			
	Little Havana. pic.twitter.com/b6cDC02BO7	stacyherbert	19	0	2017-12-24 18:32:59	944984262411018240	https://twitter.com/stacyherbert/status/944984262411018240			
	Little Havana pic.twitter.com/rAXrZKxmCH	stacyherbert	36	6	2017-12-24 18:25:26	944982361485336576	https://twitter.com/stacyherbert/status/944982361485336576			
	Master cigar roller pic.twitter.com/eH8mCnVfW1	stacyherbert	32	7	2017-12-24 18:21:26	944981355066249216	https://twitter.com/stacyherbert/status/944981355066249216			
	Hanging out in Little Havana with Don Pedro Bello. @LittleHavanaMIA pic.twitter.com/x5Vq2DhxjD	stacyherbert	104	6	2017-12-24 18:18:42	944980668664119297	https://twitter.com/stacyherbert/status/944980668664119297			@LittleHavanaMIA
	OMG. The outright xenophobia from the Beltway and #resistance sorts is just as breathtaking as anything Duterte or Trump utter. https:// twitter.com/hannahgais/sta tus/944735608987144192 …	stacyherbert	19	2	2017-12-24 15:12:53	944933904036827139	https://twitter.com/stacyherbert/status/944933904036827139		#resistance	
	Yep. Rachel Maddow casts stones at conspiracy theorists so it is, indeed, no big surprise that she too is a conspiracy theorist. http:// theweek.com/articles/74470 2/most-respectable-conspiracy-theory-washington …	stacyherbert	21	3	2017-12-24 13:53:38	944913960427499520	https://twitter.com/stacyherbert/status/944913960427499520			
	Must read. https://www. lrb.co.uk/v40/n01/jackso n-lears/what-we-dont-talk-about-when-we-talk-about-russian-hacking …	stacyherbert	14	8	2017-12-24 13:48:11	944912589045288961	https://twitter.com/stacyherbert/status/944912589045288961			
	Just say ‘no,’ to xenophobia whether coming from right ... or left. Ugly either way. https:// twitter.com/gtcost/status/ 944746610298314752 …	stacyherbert	12	2	2017-12-24 13:26:45	944907193832345600	https://twitter.com/stacyherbert/status/944907193832345600			
	Could not agree more! Enjoy every moment all #serenity pic.twitter.com/Y5nVO63duA	sallyeaves	8	6	2017-12-24 18:22:55	944981728086626304	https://twitter.com/sallyeaves/status/944981728086626304		#serenity	
	Totally agree!!	sallyeaves	6	3	2017-12-24 18:10:08	944978508979343360	https://twitter.com/sallyeaves/status/944978508979343360			
	Cheers!!!! pic.twitter.com/3rRBGWJfmx	sallyeaves	8	4	2017-12-24 18:06:47	944977669380300801	https://twitter.com/sallyeaves/status/944977669380300801			
	Have a lovely time Moni and all ! #Christmas x	sallyeaves	9	4	2017-12-24 18:05:48	944977418657452035	https://twitter.com/sallyeaves/status/944977418657452035		#Christmas	
	Have a wonderful #ChristmasEve Khati and everyone! Keep on Singing!	sallyeaves	9	4	2017-12-24 14:32:46	944923809207017472	https://twitter.com/sallyeaves/status/944923809207017472		#ChristmasEve	
	That is beautiful Jane - enjoy!	sallyeaves	6	3	2017-12-24 14:12:01	944918587344551936	https://twitter.com/sallyeaves/status/944918587344551936			
	Nicely done! Cheers to you all! #HappyHolidays	sallyeaves	6	0	2017-12-24 12:48:18	944897520706125824	https://twitter.com/sallyeaves/status/944897520706125824		#HappyHolidays	
	Always ! I'm a believer ! Now I have a certain song in my head but hey ho ....or should that be ho ho ho !!! x pic.twitter.com/cDzvKafqMS	sallyeaves	6	0	2017-12-24 12:45:08	944896722752430081	https://twitter.com/sallyeaves/status/944896722752430081			
	Likewise! Have a wonderful Christmas all :) pic.twitter.com/42lHhGqai7	sallyeaves	10	0	2017-12-24 12:33:28	944893786982936576	https://twitter.com/sallyeaves/status/944893786982936576			
	A pleasure James ! Have a great Sunday :)	sallyeaves	1	0	2017-12-24 09:42:59	944850881832505344	https://twitter.com/sallyeaves/status/944850881832505344			
	Great share Anja! Thank you :)	sallyeaves	1	0	2017-12-24 00:09:00	944706436097040385	https://twitter.com/sallyeaves/status/944706436097040385			
bitcoin 	These things are related Vinny. You drew the wrong lesson from my retort. People need to grow up, look past false perceived slights. Bitcoin is more important than individuals egos. We're all dedicated to Bitcoin's potential. That requires software development and upgrading.	adam3us	123	11	2017-12-24 23:52:26	945064654342148097	https://twitter.com/adam3us/status/945064654342148097			
bitcoin 	What software would be paying 1000sat/byte unnecessarily? Is it exchanges? Must be something automatic and really price insensitive! https:// twitter.com/BitcoinEdu/sta tus/945033612671332352 …	adam3us	163	57	2017-12-24 23:47:08	945063320574480385	https://twitter.com/adam3us/status/945063320574480385			
bitcoin 	Depends what your emergency is too: Bitcoin maybe the only one usable, viz Kim DotCom's problem: step1 to abusive legal attack, freeze your assets.	adam3us	31	0	2017-12-24 23:36:42	945060695179186176	https://twitter.com/adam3us/status/945060695179186176			
	The irony meter is pegged!	adam3us	4	0	2017-12-24 20:47:02	945017997323833344	https://twitter.com/adam3us/status/945017997323833344			
	@_jonasschnelli_ did something like that yes.	adam3us	2	0	2017-12-24 20:44:56	945017468690554884	https://twitter.com/adam3us/status/945017468690554884			@_jonasschnelli_
bitcoin 	See that @JihanWu re other thread bandwidth has limits today, and Bitcoin depends on user validatability for the design to make sense. https:// twitter.com/RussHarben/sta tus/944995660633214976 …	adam3us	68	6	2017-12-24 20:40:11	945016271871139841	https://twitter.com/adam3us/status/945016271871139841			@JihanWu
	I think it would be a good idea if more fee estimators we're aware of exchange rates.	adam3us	2	0	2017-12-24 20:37:23	945015569270665216	https://twitter.com/adam3us/status/945015569270665216			
