bitcoin 	https://www. rt.com/business/41409 3-keiser-rasmus-bitcoin-debate/ …	maxkeiser	293	102	2017-12-24 22:56:16	945050520594669569	https://twitter.com/maxkeiser/status/945050520594669569			
	I’m in a house full of excited children and adults full of too much food and drink Everything exactly as it should be....a very Merry Christmas to one and all!	robdgill	5	0	2017-12-24 20:06:42	945007846982406145	https://twitter.com/robdgill/status/945007846982406145			
	Do you know what Bullshido is?	leashless	0	1	2017-12-24 19:58:43	945005835528392704	https://twitter.com/leashless/status/945005835528392704			
	Yawn. Too stupid to recognize the real thing when you see it. That tells me all I needed to know. Look forwards to seeing your fight video. I'll have a much more nuanced critique.	leashless	0	1	2017-12-24 19:55:31	945005030251343872	https://twitter.com/leashless/status/945005030251343872			
	I wasn't a co-founder, just an early hire!	leashless	1	0	2017-12-24 18:34:15	944984578325966853	https://twitter.com/leashless/status/944984578325966853			
	No, not at all. The point is that this is what humans choose for entertainment, which tells us much about the fate of the world.	leashless	2	0	2017-12-24 14:17:51	944920053081833472	https://twitter.com/leashless/status/944920053081833472			
	That's the real crux: when given freedom to consume any kind of fantasy material that the human mind can imagine, sixty people play Orsinal games http://www. ferryhalim.com/orisinal/ and the rest are on Quake 9 with the added stripper mods. And that's how we got this world, that repeated.	leashless	4	1	2017-12-24 14:04:03	944916580848283648	https://twitter.com/leashless/status/944916580848283648			
	The real tell is our choice of media. People don't choose to watch, say, endless rolling fields of children playing with puppies and singing happy songs. No, they watch murder, violence, bloodshed, rape, with added porn. And that's all free will, the media can make anything.	leashless	7	2	2017-12-24 14:03:02	944916325310386177	https://twitter.com/leashless/status/944916325310386177			
	Christ I can't believe that McAfee and I are working with the same guys. Too weird /thud https:// twitter.com/officialmcafee /status/944700613618782208 …	leashless	41	4	2017-12-24 13:50:15	944913110766440448	https://twitter.com/leashless/status/944913110766440448			
	I don't fetishize intelligence at all: I'm smart enough to know that past a threshold, unless you're in a few specialised roles, other traits both cognitive and social are more important to getting things done. Brighter is not better. But I am very, very bright and that's a fact.	leashless	0	0	2017-12-24 13:39:29	944910397693456384	https://twitter.com/leashless/status/944910397693456384			
	"We are knee deep in artefacts which provide evidence of very superior intellect. And all you can do is say ""you stupid cos brown people r stupid."" Great advert for your race there, bunky. By the way, intelligence doesn't matter much. Past maybe 130, 140 it's other traits."	leashless	1	0	2017-12-24 13:36:13	944909579493797888	https://twitter.com/leashless/status/944909579493797888			
	Yawn. I've done a lot of stuff that required extreme smarts. It's all over the internet. I've worked with some extraordinary smart and powerful people in the military world, for years, and some of that work is visible. I've written lots of very prescient stuff on blockchain.	leashless	0	0	2017-12-24 13:34:14	944909080451338240	https://twitter.com/leashless/status/944909080451338240			
	Anybody who thinks that kind of firepower is IQ 110 is simply too stupid to be assessing other people's IQs on the internet. Sounds like a case of https:// en.m.wikipedia.org/wiki/Dunning–K ruger_effect … too stupid to know that you are stupid, stupid.	leashless	1	0	2017-12-24 13:23:26	944906358469660672	https://twitter.com/leashless/status/944906358469660672			
	Cute. But even a casual glance at my work would make the point for me: field-leading thinker in several areas, long membership in a high level defense/security think tank, and watch a few of my talks on YouTube. Note that I never use notes, it's all in my head. Or read my blog.	leashless	0	0	2017-12-24 13:19:30	944905370761420800	https://twitter.com/leashless/status/944905370761420800			
	From my perspective, racism is bad for me personally, bad for my lineage, and bad for India. It's also bad for Britain and America, obviously. Putting a little heat on you guys is a civic duty. Fuck cryptonazis, NO! AND THEN YOU GET ALL BUTTHURT	leashless	1	0	2017-12-24 13:17:24	944904840588783621	https://twitter.com/leashless/status/944904840588783621			
	Why you would expect a Hindu not to violently oppose racists I cannot imagine. Why would you not expect me to fight to defend myself and my people? By whatever means are expedient? Do you think I came here to be oppressed? Honestly. You're too used to fighting with hypocrites.	leashless	1	0	2017-12-24 13:15:15	944904301364875264	https://twitter.com/leashless/status/944904301364875264			
	You're on my turf telling me you are going to use my work to oppress me. I don't think so. And, as noted, I'm not liberal left. I'm Hindu right - Nath Sampradaya, a tradition closely linked with both Hinduvata and the Gurkhas. I'm at the liberal end of that tradition, but dude	leashless	1	0	2017-12-24 13:12:52	944903702162427905	https://twitter.com/leashless/status/944903702162427905			
	But then maybe that's the core lesson of all of this: maybe the people dumb enough to be racists just aren't smart enough to make a good job of being racists. Maybe all Nazis are inherently third rate. I guess only time will tell.	leashless	0	0	2017-12-24 13:10:45	944903166721712128	https://twitter.com/leashless/status/944903166721712128			
	This is why I really don't understand why white racists are growing about race. You're just not very impressive. If I was fighting for whites I'd be 100% rule of law and scientific method, not weak sauce racial politics that will be gone in a generation because of biotech.	leashless	0	0	2017-12-24 13:09:34	944902872038301697	https://twitter.com/leashless/status/944902872038301697			
	The white side of my family were sheep farmers, and mostly severely intellectually average. I'm really not very impressed with white people claiming genetic superiority. Maybe the average case, but our elites are extremely well bred and consistently outperform. Live with it mate.	leashless	1	0	2017-12-24 13:07:43	944902403744239616	https://twitter.com/leashless/status/944902403744239616			
	Well, all I'll say is this. The Indian elites were bred like dogs under the caste system, and they are bred for brains. My family are mostly IQ > 150, advanced degrees, scholars. And the Indians from those backgrounds run much of the tech world because they're simply brilliant.	leashless	1	0	2017-12-24 13:06:02	944901980664811520	https://twitter.com/leashless/status/944901980664811520			
	And that's the real reason for the whining. You're helpless: Trump is crashing and burning, Bannon broke, the white revolution is turning into a shitshow, and you don't have enough technical skill to build your own security tools. It's a bad day to be you. And I will exploit it.	leashless	1	0	2017-12-24 13:03:39	944901382544543745	https://twitter.com/leashless/status/944901382544543745			
	If you guys were worth a damn, you wouldn't be hiding behind my coat tails and begging to use Etherum. You'd have your own blockchain or similar network, maintained by programmers you could trust. The problem? None of you are smart enough to build sufficiently secure systems.	leashless	1	0	2017-12-24 13:01:52	944900933837836290	https://twitter.com/leashless/status/944900933837836290			
	Plenty of evidence.	leashless	0	0	2017-12-24 13:00:03	944900476834852864	https://twitter.com/leashless/status/944900476834852864			
	IQ > 170 and bored. I've gotten most of what I wanted out of this round. Time to move on to other things.	leashless	1	0	2017-12-24 12:59:45	944900401790406656	https://twitter.com/leashless/status/944900401790406656			
	Dude, I did infrastructure centric warfare analysis for the USDOD and you don't think I know how the internet works? http:// resiliencemaps.org is mine. You guys are fucking idiots.	leashless	0	0	2017-12-24 12:58:30	944900086819180544	https://twitter.com/leashless/status/944900086819180544			
	"Clearly you're new to thinking about what power is and what power is used for. Power is used for crushing people we don't like. Your racist troll band are my enemies, and I'll find ways of disempowering them. The response to this is whining about ""muh rights"". Fucking liberals."	leashless	0	0	2017-12-24 12:56:48	944899659352420352	https://twitter.com/leashless/status/944899659352420352			
	You could not be worse adverts for western civilization, the proud history of Europe, or the white race. Shitty narrow minded jerks trying to ride on glories they scarcely understand, yapping like dogs. Nick Land should have been your god, not whatever moron you followed.	leashless	0	0	2017-12-24 12:54:53	944899174776139776	https://twitter.com/leashless/status/944899174776139776			
	From my perspective race as a concept is going to get wiped out by genetic engineering in a couple of decades. Only fools would fight about it. The cores of western civilization are rule of law and science, and you little shits build your houses on skin colour and IQ testing.	leashless	0	0	2017-12-24 12:52:37	944898604313006080	https://twitter.com/leashless/status/944898604313006080			
	Yawn. I think we're done here.	leashless	0	0	2017-12-24 12:50:37	944898100526796800	https://twitter.com/leashless/status/944898100526796800			
	Remember: half white. I'd like racists to drop dead, at least the ones who point their racism at me, but that's as far as it goes. Y'all keep making this complicated: people who organize against my interests will face resistance. It's an easy rule.	leashless	0	0	2017-12-24 12:32:53	944893639603507201	https://twitter.com/leashless/status/944893639603507201			
	I don't like racists. And I'm willing to sink to their level :)	leashless	2	0	2017-12-24 11:37:47	944879774756982784	https://twitter.com/leashless/status/944879774756982784			
	C'mon... One little video of you shipping ass with something other than your mouth.	leashless	0	0	2017-12-24 10:32:21	944863304618512389	https://twitter.com/leashless/status/944863304618512389			
	Still waiting for your fight video, lad. Still waiting. Let's see what you've got. Show us your skills!	leashless	1	0	2017-12-24 10:31:25	944863069339029504	https://twitter.com/leashless/status/944863069339029504			
	And how did you know about our penchant for cannibalism? https://www. youtube.com/watch?v=2ncHgy ZXo6k&t=1m23s … it's a documentary, you know! https://www. youtube.com/watch?v=GPyRVn wU4eA …	leashless	0	0	2017-12-24 03:36:20	944758610265104385	https://twitter.com/leashless/status/944758610265104385			
	Sitting on people is a perfectly acceptable form of victory in many martial arts. In all of them, in fact, if you weigh so much they can't breathe and die. https://www. youtube.com/watch?v=fEzD7O Wk4Qg … or my old favorite https://www. youtube.com/watch?v=D4u5zN 69nBQ … the pastry chef of DOOM! Have a good night, guys. Busted	leashless	1	0	2017-12-24 03:30:24	944757118632169472	https://twitter.com/leashless/status/944757118632169472			
	I don't know if you've got any real faculty for the application of violence. Odds are you're just some kid with a big mouth, and you could talk yourself into getting permanently injured if you get into a ring with me and I break your elbow to end this quick. So, you've backed. OK	leashless	0	0	2017-12-24 03:28:27	944756627760087040	https://twitter.com/leashless/status/944756627760087040			
	I accept that you're unable to provide even basic evidence of competence on demand, and wish to take the matter no further. Duels had lots of opportunities for people to walk away, and I see that you have taken yours. Have no doubt: I've done stuff like this before, well, worse	leashless	0	0	2017-12-24 03:27:30	944756390710693888	https://twitter.com/leashless/status/944756390710693888			
	@getongab c'mon guys... your man's all THIS IS AN OFFICIAL CHALLENGE and it gets retweeted to the whole Gab Moron Swamp. And I'm still waiting for a tussle tape and some realistic assessment of odds. Or did you guys realize I can fight and decide you wanted to be somewhere else?	leashless	1	0	2017-12-24 03:17:01	944753750610272258	https://twitter.com/leashless/status/944753750610272258			@getongab
	I mean, I'm not saying that a Nazi Punching FIght Club - alt right vs. everybody else, on a blockchain, is a good idea or even a legal idea, but I must admit that @getongab 's passion for putting people into a ring to beat each other up does have a certain dramatic flair.	leashless	1	0	2017-12-24 03:15:30	944753367024328704	https://twitter.com/leashless/status/944753367024328704			@getongab
	I've always said most of the worst problems in nerd culture could be fixed if nerds learned how to fight in high school. All this yapping online substitutes for the ability to apply violence with passionate direction. Maybe we need some cultural change. Maybe I too punch nazis?!	leashless	0	0	2017-12-24 03:14:17	944753064627535873	https://twitter.com/leashless/status/944753064627535873			
	C'mon man - your boy @coachcrazy says he wants to fight me. I'm asking to see his tussle tape to get a sense of where he is. http:// files.howtolivewiki.com/fight_videos_2 005ish/YogiVSteve2.ASF … ancient tape of me. Where's your guy's big mouth and his fight tape? Also consider @louissschang he's a hard bastard, Glasgow.	leashless	1	0	2017-12-24 03:13:00	944752738872778752	https://twitter.com/leashless/status/944752738872778752			@coachcrazy @louissschang
	Tape? Surely you watch your fights to figure out where you fucked up, and what you can do better next time. Surely you have *some* evidence by which you can be judged... and aren't just some predatory ghost online with a big mouth? AND A MERRY CHRISTMAS TOO. But post a tape.	leashless	0	0	2017-12-24 03:05:31	944750855961661441	https://twitter.com/leashless/status/944750855961661441			
	I'm waiting on his tussle tape. Let's see some evidence your man is well enough trained for this to be reasonable, and not so well trained (i.e. the dangerous end of ex military) that I'd be as well throwing myself under a car. Let's see the man's skills.	leashless	1	0	2017-12-24 03:04:00	944750473072037888	https://twitter.com/leashless/status/944750473072037888			
	Show me your tape, lad. Let's see if you're actually a fighter with some skills and experience, or just some kid with a big mouth on the internet. http:// files.howtolivewiki.com/fight_videos_2 005ish/YogiVSteve2.ASF … Here's me. Let's do you now. Let's see if you've actually got anything to go with.	leashless	0	0	2017-12-24 02:58:38	944749122699124737	https://twitter.com/leashless/status/944749122699124737			
	Far as I can tell, I've ponied up http:// files.howtolivewiki.com/fight_videos_2 005ish/YogiVSteve2.ASF … there's me, that's what I used to do, and you'd get some older, slower version of that today. OTOH @CoachCrazy probably has two years of strip mall MMA, and fancies himself a ninja. Let's see his fight tape, then talk.	leashless	1	0	2017-12-24 02:57:48	944748915831787520	https://twitter.com/leashless/status/944748915831787520			@CoachCrazy
	Let's see some fight videos from your man @coachcrazy . As mentioned, I'd quite like to get back in fighting shape, and *maybe* if your man would be good enough to post some fight videos, I can figure out if this is a reasonable thing to do or not. I'm just mad enough it might be.	leashless	1	0	2017-12-24 02:56:38	944748620447997952	https://twitter.com/leashless/status/944748620447997952			@coachcrazy
	I spent a lot of time on martial arts. I'm a fat old man now, but I'm still surprisingly quick, and by the time you've got nearly 40 years of soaking in the patterns, most of the non-essential stuff falls away. People are fragile. The body is made of paper. We break so easily.	leashless	0	0	2017-12-24 02:55:30	944748336598446080	https://twitter.com/leashless/status/944748336598446080			
	Sociopath, yes. I saw lethal violence more than twice before the age of ten, situations where people could easily have died. I trained hard, because I expected to have to use it. http:// files.howtolivewiki.com/fight_videos_2 005ish/YogiVSteve2.ASF … That was me back in the day, and if you pay much attention to fights, read.	leashless	0	0	2017-12-24 02:54:18	944748034767941632	https://twitter.com/leashless/status/944748034767941632			
	2005? I'd spent about a year and a half sick as a dog with walking pneumonia. I think that was the most fun I had that summer I was so ill most of that year. So, yeah, heading for 12 years. It's a long, long time!	leashless	0	0	2017-12-24 02:52:56	944747688872103936	https://twitter.com/leashless/status/944747688872103936			
	I wouldn't get too excited. He's probably watched http:// files.howtolivewiki.com/fight_videos_2 005ish/YogiVSteve2.ASF … and figured out that, yes, I actually fight, and at that point it all gets a lot less exciting. Not a big deal. Who cares?	leashless	1	0	2017-12-24 02:51:53	944747426816065537	https://twitter.com/leashless/status/944747426816065537			
	Oh and here come the Gabtards :-) Jesus christ can two gentlemen (well, one gentlemen and one alt right moron) not have a civilized discussion about beating the hell out of each other without a peanut gallery of racist slime getting sexually excited at the prospect of violence?	leashless	0	0	2017-12-24 02:48:27	944746559643766784	https://twitter.com/leashless/status/944746559643766784			
	http:// files.howtolivewiki.com/fight_videos_2 005ish/YogiVSteve2.ASF … Fight video of me frorm more than 10 years ago. I was out of practice sparring. Took a while to warm up. It was at a Bullshido event. Post your fight videos. Let's see what you've got.	leashless	0	0	2017-12-24 02:45:19	944745774851788800	https://twitter.com/leashless/status/944745774851788800			
	There's just enough of interest here for me that I'm willing to have the conversation with you. But no fight videos from your side, no conversation. If you don't have the material, I have no way of judging whether this is a realistic show. Put your skills on line to be assessed.	leashless	1	0	2017-12-24 02:44:10	944745484291399681	https://twitter.com/leashless/status/944745484291399681			
	If I look at your fight videos, and it's obvious that I'm outclassed, no issue. I'm 45 and I haven't trained regularly in a very long time. On the other hand, at 30, I only knew three men who could beat me, and one of them was fourth dan, and the other two were my teachers.	leashless	0	0	2017-12-24 02:43:08	944745223732826113	https://twitter.com/leashless/status/944745223732826113			
	Post your fight videos. Let's see what you've got. My suspicion is that you're some poorly trained MMA hack who's never carried a weapon in a potentially lethal situation, but for all I know, you're former special forces. Let's see who you are, then decide if it's a plausible go.	leashless	0	0	2017-12-24 02:41:07	944744716620500993	https://twitter.com/leashless/status/944744716620500993			
	Let's just see some video of you fighting. Give me a sense of your skill level, style of training etc. Maybe it's a realistic, challenge, maybe it isn't. I've been looking for an excuse to get in shape: maybe breaking your will is the encouragement I need. Post some video.	leashless	0	0	2017-12-24 02:34:44	944743110197866496	https://twitter.com/leashless/status/944743110197866496			
	But if you're interested in doing this, no gloves, no rules, no media. I'd probably prefer knives. There's a lot of badly trained pussy MMA that isn't designed to survive having their eyes poked out, which is how ground fighting really works. I wasn't trained with rules, lad.	leashless	1	1	2017-12-24 02:33:30	944742799714521088	https://twitter.com/leashless/status/944742799714521088			
	Let's see some fight videos. Let's verify you're actually a competent fighter. Here's me about 10 years ago http:// files.howtolivewiki.com/fight_videos_2 005ish/YogiVSteve2.ASF … and I hadn't sparred in a good five years before that. I backed down four men face to face less than a year ago, and out-box Krav instructors today.	leashless	2	1	2017-12-24 02:32:29	944742543257980928	https://twitter.com/leashless/status/944742543257980928			
	Post fight vids. Let's see what you've got, sonny.	leashless	2	0	2017-12-24 02:15:06	944738167357427713	https://twitter.com/leashless/status/944738167357427713			
	In my case, my military training wasn't nation state military. It was older, darker and weirder. But it was certainly military - there were times when I travelled armed, and I was ready to kill or be killed, under orders from my chain of command. That's a good enough match.	leashless	0	0	2017-12-24 02:11:58	944737380887678976	https://twitter.com/leashless/status/944737380887678976			
	You'd be surprised what's working in the older, weirder end of the Hindu tradition. Pacifism, in any form, is a recent innovation for us, and it hasn't worked so well. There are old traditional streams, like Gurkhas, Naths, Nagas etc. The Gurkhas are the branch that modernized.	leashless	2	0	2017-12-24 02:10:57	944737125416800256	https://twitter.com/leashless/status/944737125416800256			
ethereum 	What I did was I outed you to the Ethereum community as racists and neonazis - got your free speech mask off. People saw what was underneath. After that, they'll do as their consciences tell them. But they're no friends of fascists, and I think you'll see that as time moves on.	leashless	1	0	2017-12-24 01:47:25	944731203491508224	https://twitter.com/leashless/status/944731203491508224			
	The Naths have been casteless since the beginning.	leashless	1	0	2017-12-24 01:45:37	944730750687023104	https://twitter.com/leashless/status/944730750687023104			
	And don't assume that you didn't make some very serious enemies on my side of the fence. A lot of smart people on my side paid attention to our little exchange, and I'm sure they'll be inspecting your future activities with a very clear, harsh, hard eye to your faults and wrongs.	leashless	4	0	2017-12-24 01:35:44	944728262550409222	https://twitter.com/leashless/status/944728262550409222			
	"Let's just see how this goes. From my reading, the many hundreds of racist tweets that showed up made the ""gab isn't racist"" line into an obvious lie, then the Daily Stormer came and removed all doubt that you're just a bunch of neonazi fucks. I'd call that mission accomplished."	leashless	1	0	2017-12-24 01:34:54	944728052403261440	https://twitter.com/leashless/status/944728052403261440			
	Much better men than you fear my anger, and you'd do well to remember that should you ever decide you're going to be part of any group that tries to give me or mine a hard time. I'm the worst thing you've ever seen, I just mind my manners most of the time. Remember this.	leashless	0	0	2017-12-24 01:33:42	944727750463639552	https://twitter.com/leashless/status/944727750463639552			
	As I've said, that'll make you a very easy opponent to defeat, should the time ever come. I'm glad to hear you're fearless and have such ill judgement of both your opponents, and the stakes of the game in my recent defensive engagement with the neonazis online.	leashless	0	1	2017-12-24 01:31:45	944727259117707265	https://twitter.com/leashless/status/944727259117707265			
	You're a whiny little thing, aren't you? Perhaps you should run home to mummy, rather than talking to the scary brown man who doesn't take shit from people like you.	leashless	1	0	2017-12-24 01:26:44	944725995747266560	https://twitter.com/leashless/status/944725995747266560			
	And I am certainly military. I spent the better part of my life on combat and conflict, martial arts leading to the study of geostrategy over time. I'm not the kind of person any sane person would corner or try to intimidate. I *attacked* Gab because I did not like it, and I won.	leashless	2	1	2017-12-24 01:26:05	944725832127401984	https://twitter.com/leashless/status/944725832127401984			
	Do not confuse militant or military with fascist. I'm certainly military in my basic orientation: I've never worn a uniform, but then not all military assets wear uniforms, or have chains of command you would recognize. A guru, in war, is also a military commander, you see.	leashless	1	0	2017-12-24 01:24:32	944725441696239617	https://twitter.com/leashless/status/944725441696239617			
	Not at all. There is nothing fascist about brown people defending themselves from racist violence. There is nothing fascist about self defense. I'm not going to hunt whites down in their ghettos, but if anybody tries to do that to me, they will be in real trouble. That's natural.	leashless	0	0	2017-12-24 01:23:25	944725162812899331	https://twitter.com/leashless/status/944725162812899331			
	You think in such narrow terms.	leashless	0	0	2017-12-24 01:22:31	944724936714842113	https://twitter.com/leashless/status/944724936714842113			
	This is not a game. I'm a very serious player, and I'm from a lineage and an order who are notorious for their unpredictable use of extreme force in defense of the Hindu tradition and its people. I'm just doing my job, out here on the high frontier.	leashless	0	0	2017-12-24 01:21:56	944724787296899072	https://twitter.com/leashless/status/944724787296899072			
	I think the whole Gandhi thing has left people with a very, very misleading idea of how Indians look at the world. I'm not threatening Gab with underhanded tricks and sabotage because I'm not going to do that stuff. If they become a threat, I'll lay plans and eventually act.	leashless	0	0	2017-12-24 01:20:43	944724483037900801	https://twitter.com/leashless/status/944724483037900801			
	In fact, I suspect that there are more Indians willing to fight to protect their rights than there are dumb fascist whites who'd try to mess with us. I'm more than willing to use physical violence to further my ends, and I'm surprisingly well trained to that effect.	leashless	0	0	2017-12-24 01:19:45	944724239092977664	https://twitter.com/leashless/status/944724239092977664			
	If you think of the kind of shenanigans the Jews pulled in London, beating down Mosley and the lads https:// en.wikipedia.org/wiki/43_Group you should consider how many Indians there are in the US and the UK. We'd be a very serious anti fash force if any of this gets physical.	leashless	0	0	2017-12-24 01:18:56	944724035895689217	https://twitter.com/leashless/status/944724035895689217			
	Then you'll be a very easy opponent to deal with, should the time ever come. Understand that I spent most of 10 years working as a high level strategic consultant to US and UK military. I've published papers. I moved into crypto to raise a war chest to fuel my humanitarian work.	leashless	1	0	2017-12-24 01:16:56	944723529135788033	https://twitter.com/leashless/status/944723529135788033			
	I'm not hear to win arguments, I'm here to identify targets for future action. Gab claims free speech, but in practice it's just a festering pit of racism. And you're an idiot: I trolled the Gabsters with a suggestion that we were all Jewish Communists who voted Demon-crat. Fool!	leashless	0	0	2017-12-24 01:14:46	944722985876901888	https://twitter.com/leashless/status/944722985876901888			
	You've seen India run by our equivalent of the hippies since Gandhi, and it's only in the very most recent years that the tooth end of the culture is back in the saddle. I think you'd be quite surprised by recent developments. Shocked, even.	leashless	0	0	2017-12-24 01:13:36	944722692644704259	https://twitter.com/leashless/status/944722692644704259			
	Somebody comes up to me to talk race, I'm going to break them. You don't want Gab to get broken, you get the racists off it yourself. But I'll skillfully and effectively defend my model of the future against racists, and I'm vastly better geared to that fight than your team are.	leashless	0	0	2017-12-24 01:12:37	944722445872910336	https://twitter.com/leashless/status/944722445872910336			
	Firstly, the entire torrent of racist abuse I got when I pushed on Gab answers the racism question. We know who Gab represents. On the second point, why do you assume I'm left wing? I'm Nath Sampradaya, a Hindu warrior yogi lineage notorious for its ties to Hinduvata, mate.	leashless	0	0	2017-12-24 01:11:24	944722138354913280	https://twitter.com/leashless/status/944722138354913280			
	This is the part that blows my mind: active, ardent, vocal racists who seem to expect that a brown guy is going to passively support their work? Why would anybody remotely expect that to happen? Why on earth would I passively support the grown of racism in the west? That's crazy!	leashless	1	0	2017-12-24 00:51:30	944717130943139840	https://twitter.com/leashless/status/944717130943139840			
	Dude, you have no idea what you are talking about. My timeline filled up with the slime of frogtwitter - endless racist tirades - after I made it clear Gab wasn't my friend. Those people are filth. Why would anybody expect me to passively support their migration to crypto land.	leashless	1	0	2017-12-24 00:48:56	944716485649420288	https://twitter.com/leashless/status/944716485649420288			
	I got into crypto in the mid 1990s to make a better world, and that's not a world where racist scum - untermenschy little white boys who're afraid of the rest of the world - hide from rational social critique behind walls that I build for them. That's not happening, sonny jim.	leashless	4	0	2017-12-24 00:35:59	944713226964566017	https://twitter.com/leashless/status/944713226964566017			
	Oh I stand by all of that. If you think a brown man is going to participate in his own oppression, you're a fucking idiot. 800 people showed up on time timeline to give me racist abuse after I pushed on Gab, then https:// dstormer6em3i4km.onion.link/269362-2/ that's all I needed: enemies to destroy.	leashless	1	0	2017-12-24 00:35:01	944712983665659905	https://twitter.com/leashless/status/944712983665659905			
	eh... I think you got trolled, mate. Sorry about that.	leashless	1	0	2017-12-24 00:22:03	944709718605516800	https://twitter.com/leashless/status/944709718605516800			
	let’s take a moment for these stats (ignore the circled data and view as a whole) https:// fb.me/4bFAzjZws	tonilanec	0	0	2017-12-24 20:02:33	945006799815454721	https://twitter.com/tonilanec/status/945006799815454721			
	via Thor Halvorssen Eight years ago today, professor Liu Xiaobo was sentenced to 11 years in a Chinese prison.... https:// fb.me/GXT0XPkC	tonilanec	1	0	2017-12-24 18:48:23	944988138811768833	https://twitter.com/tonilanec/status/944988138811768833			
	Europe’s Last Dictator Wants to Run a Global Crypto Hub https:// fb.me/11CueM90y	tonilanec	2	0	2017-12-24 13:53:19	944913881385746433	https://twitter.com/tonilanec/status/944913881385746433			
	did anyone not see this coming https:// fb.me/9vOIodDtl	tonilanec	0	1	2017-12-24 05:29:38	944787124946997250	https://twitter.com/tonilanec/status/944787124946997250			
	The Blockchain Economy: A beginner’s guide to institutional cryptoeconomics https:// fb.me/7hYl45YYZ	tonilanec	7	4	2017-12-24 05:06:50	944781388930170881	https://twitter.com/tonilanec/status/944781388930170881			
	:(	Anne_Connelly	1	0	2017-12-24 09:35:36	944849025953554432	https://twitter.com/Anne_Connelly/status/944849025953554432			
	Been on hold for 40 minutes now...	Anne_Connelly	2	1	2017-12-24 02:11:25	944737241779146752	https://twitter.com/Anne_Connelly/status/944737241779146752			
	@AirCanada - no one is answering your baggage line. What's the status on 15318	Anne_Connelly	0	0	2017-12-24 01:47:58	944731340636700672	https://twitter.com/Anne_Connelly/status/944731340636700672			@AirCanada
	Natural talent is what you buy when you’ve got ya foot to the floor. https:// twitter.com/jimmysong/stat us/944687891460116482 …	woonomic	29	5	2017-12-24 14:59:54	944930638762795008	https://twitter.com/woonomic/status/944930638762795008			
	Still risk adjusted returns in BTC is higher than S&P500 by 2x, and more if you have a portfolio of crypto.	woonomic	12	3	2017-12-24 00:18:48	944708899982200834	https://twitter.com/woonomic/status/944708899982200834			
	Do you know what percent of the total population owns 99% of the world's wealth? Irrelevant.	PeterLBrandt	54	3	2017-12-24 04:14:27	944768203426643971	https://twitter.com/PeterLBrandt/status/944768203426643971			
	"A friend who is late to the $ BTC party said to me today, ""It has gone down so much already, I cannot see it going down much further."" pic.twitter.com/gwozzGup6F"	PeterLBrandt	345	75	2017-12-24 04:09:48	944767033614352384	https://twitter.com/PeterLBrandt/status/944767033614352384			
	Without comment pic.twitter.com/WfJtyioVJb	PeterLBrandt	165	53	2017-12-24 03:57:51	944764027493695488	https://twitter.com/PeterLBrandt/status/944764027493695488			
	Don't even know why I am posting this, most of you cryptomaniacs think charting is a bunch of nonsense pic.twitter.com/RtJY0ntkHI	PeterLBrandt	1209	233	2017-12-24 03:56:42	944763739064090626	https://twitter.com/PeterLBrandt/status/944763739064090626			
	Kenny Rogers: You gotta know when to hodl em, know when to fodl/sodl em, know when to wakl away, know with to runl	PeterLBrandt	717	150	2017-12-24 03:52:54	944762782406262784	https://twitter.com/PeterLBrandt/status/944762782406262784			
	I find relative strength about as exciting as the idea of kissing my sister	PeterLBrandt	6	0	2017-12-24 03:50:39	944762215084597248	https://twitter.com/PeterLBrandt/status/944762215084597248			
	Oh, but your wrong. There are great profits to be made in the nuances of trading	PeterLBrandt	10	0	2017-12-24 03:31:40	944757436899979264	https://twitter.com/PeterLBrandt/status/944757436899979264			
	Chart analysis is not about predictions. Charting is not about certainty or even probabilities. As a chartist I deal only in possibilities.	PeterLBrandt	389	83	2017-12-24 03:21:30	944754880257953792	https://twitter.com/PeterLBrandt/status/944754880257953792			
	Never drink alcohol or smoke the funny stuff	PeterLBrandt	3	0	2017-12-24 01:55:32	944733244683034624	https://twitter.com/PeterLBrandt/status/944733244683034624			
	https:// twitter.com/PeterLBrandt/s tatus/943839401355784192 … Blocked	PeterLBrandt	5	0	2017-12-24 01:30:43	944726998206750721	https://twitter.com/PeterLBrandt/status/944726998206750721			
	... coindesk ... cointelegraph ... why cant you get in to http://www. standpointresearch.com ? ... send private message.	RonnieMoas	2	1	2017-12-24 15:25:16	944937020568293376	https://twitter.com/RonnieMoas/status/944937020568293376			
	... one of the nicest places in the World ... Quebec City also	RonnieMoas	3	3	2017-12-24 04:42:19	944775215506186240	https://twitter.com/RonnieMoas/status/944775215506186240			
	... already there ... I am working for the poor now (really).	RonnieMoas	2	1	2017-12-24 04:33:00	944772873520066560	https://twitter.com/RonnieMoas/status/944772873520066560			
	I think the only day I am free you will be with family (Christmas). Thanks.	RonnieMoas	1	1	2017-12-24 04:32:23	944772717261344769	https://twitter.com/RonnieMoas/status/944772717261344769			
	Thanks ... that interview was already seen by 300,000 people on youtube https:// twitter.com/Presydent/stat us/944768855263600641 …	RonnieMoas	29	5	2017-12-24 04:30:30	944772241388199938	https://twitter.com/RonnieMoas/status/944772241388199938			
	Thanks ... that interview was already seen by 300,000 people on youtube	RonnieMoas	2	1	2017-12-24 04:30:13	944772170122694657	https://twitter.com/RonnieMoas/status/944772170122694657			
